no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_list_url,source_page,verification_date,family_office_classification,telemarketing_priority,calling_status,contact_result,follow_up_date,assigned_to,notes
73,ADITYA BIRLA SUN LIFE ASSET MANAGEMENT COMPANY PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65362721,16 RAFFLES QUAY #32-04 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/2289-ADITYA-BIRLA-SUN-LIFE-ASSET-MANAGEMENT-COMPANY-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
74,ADMIS SINGAPORE PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,+65 66323000,230 VICTORIA STREET #11-06 BUGIS JUNCTION TOWERS 188024,http://www.admis.com,https://eservices.mas.gov.sg/fid/institution/detail/1960-ADMIS-SINGAPORE-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
75,ADTENTUS ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62603950,105 CECIL STREET #11-00 THE OCTAGON (OFFICE SUITE 1122) 069534,,https://eservices.mas.gov.sg/fid/institution/detail/201201-ADTENTUS-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
76,ADV PARTNERS MANAGEMENT PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,+65 63579149,152 BEACH ROAD #37-08 GATEWAY EAST 189721,http://www.advpartners.com,https://eservices.mas.gov.sg/fid/institution/detail/200182-ADV-PARTNERS-MANAGEMENT-PTE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
77,ADVANCE TALENT HOLDING PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 96100785,30 RAFFLES PLACE #12-01 048622,,https://eservices.mas.gov.sg/fid/institution/detail/428686-ADVANCE-TALENT-HOLDING-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
78,ADVANTAGE PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62484914,10 COLLYER QUAY #14-06 OCEAN FINANCIAL CENTRE 049315,,https://eservices.mas.gov.sg/fid/institution/detail/200887-ADVANTAGE-PARTNERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
79,ADYEN SINGAPORE PTE. LTD.,Payments,Major Payment Institution,,109 NORTH BRIDGE ROAD #10-22 FUNAN 179097,https://www.adyen.com/,https://eservices.mas.gov.sg/fid/institution/detail/229387-ADYEN-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
80,AELIA ASSURANCES SARL,Insurance,Approved Insurance Broker,,,https://www.aelia-assurances.com,https://eservices.mas.gov.sg/fid/institution/detail/430600-AELIA-ASSURANCES-SARL,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
81,AERA FUNDS MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 84570177,"1 FUSIONOPOLIS PLACE, #03-20 GALAXIS WEST LOBBY 138522",http://WWW.AERA.VC,https://eservices.mas.gov.sg/fid/institution/detail/244993-AERA-FUNDS-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
82,AETOS INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 63090800,1 FUSIONOPOLIS PLACE #03-20 GALAXIS (WEST LOBBY) 138522,https://www.aetos-im.com,https://eservices.mas.gov.sg/fid/institution/detail/230877-AETOS-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
83,AEVITAS CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 91393691,"61 ROBINSON ROAD, #20-01 068893",,https://eservices.mas.gov.sg/fid/institution/detail/435100-AEVITAS-CAPITAL-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
84,AEW ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63039000,6 BATTERY ROAD #38-06 049909,http://www.aew.com/asia/index.html,https://eservices.mas.gov.sg/fid/institution/detail/1701-AEW-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
85,AFELI INSURANCE BROKERS PTE. LTD.,Financial Advisory; Insurance,Exempt Financial Adviser; Registered Insurance Broker,+65 67979107,7500A BEACH ROAD #13-310 THE PLAZA 199591,http://www.afeligroup.com,https://eservices.mas.gov.sg/fid/institution/detail/243608-AFELI-INSURANCE-BROKERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
86,AFFINITY EQUITY PARTNERS (S) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62382260,"8 TEMASEK BOULEVARD #18-01 & 02, SUNTEC TOWER THREE 038988",,https://eservices.mas.gov.sg/fid/institution/detail/1302-AFFINITY-EQUITY-PARTNERS-S-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
87,Affirma Capital Managers (Singapore) Pte. Ltd.,Capital Markets,Capital Markets Services Licensee,+65 65007920,152 BEACH ROAD #06-03 / 04 GATEWAY EAST 189721,,https://eservices.mas.gov.sg/fid/institution/detail/4491-Affirma-Capital-Managers-Singapore-Pte-Ltd,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
88,AFT SG 2 PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97900688,158 CECIL STREET #09-01 069545,https://aspireapp.com,https://eservices.mas.gov.sg/fid/institution/detail/421756-AFT-SG-2-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
89,AGFUNDER ASIA PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 93832547,9 NORTH BUONA VISTA DRIVE #02-01 METROPOLIS TOWER 1 138588,http://www.agfunder.com,https://eservices.mas.gov.sg/fid/institution/detail/242464-AGFUNDER-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
90,AGGREGATE ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 61002267,"1 KIM SENG PROMENADE, #13-05, GREAT WORLD CITY, EAST TOWER 237994",,https://eservices.mas.gov.sg/fid/institution/detail/2583-AGGREGATE-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
91,AGLAIA FAMILY OFFICE PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65365110,137 MARKET STREET #08-01 048943,http://www.aglaiaim.com,https://eservices.mas.gov.sg/fid/institution/detail/1688-AGLAIA-FAMILY-OFFICE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
92,AGRANI EXCHANGE HOUSE PRIVATE LIMITED,Payments,Major Payment Institution,+65 62959731,5A LEMBU ROAD 208444,,https://eservices.mas.gov.sg/fid/institution/detail/1188-AGRANI-EXCHANGE-HOUSE-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
93,AGRICULTURAL BANK OF CHINA LIMITED,Capital Markets; Banking,Exempt Capital Markets Services Entity; Wholesale Bank,+65 65355255,7 TEMASEK BOULEVARD #30-01/02/03 SUNTEC CITY TOWER 1 038987,,https://eservices.mas.gov.sg/fid/institution/detail/3267-AGRICULTURAL-BANK-OF-CHINA-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
94,AGT PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68162526,60 PAYA LEBAR ROAD #04-05 PAYA LEBAR SQUARE 409051,http://www.agtpartners.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/218838-AGT-PARTNERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
95,AHNAAF MONEY EXCHANGE,Payments,Money-changing Licensee,65 64812411,30 SEMBAWANG DRIVE #03-02 SUN PLAZA 757713,,https://eservices.mas.gov.sg/fid/institution/detail/2961-AHNAAF-MONEY-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
96,AIA FINANCIAL ADVISERS PRIVATE LIMITED,Insurance; Financial Advisory,Exempt Insurance Broker; Licensed Financial Adviser,+65 62488000,1 ROBINSON ROAD #15-01B AIA TOWER 048542,https://www.aiafa.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/201226-AIA-FINANCIAL-ADVISERS-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
97,AIA INTERNATIONAL WEALTH PRIVATE LIMITED,Financial Advisory,Licensed Financial Adviser,+65 62488000,6 BATTERY ROAD #30-02 SIX BATTERY ROAD 049909,https://www.aiaiw.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/424300-AIA-INTERNATIONAL-WEALTH-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
98,AIA INVESTMENT MANAGEMENT PRIVATE LIMITED,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65318748,1 ROBINSON ROAD #08-00 AIA TOWER 048542,,https://eservices.mas.gov.sg/fid/institution/detail/200973-AIA-INVESTMENT-MANAGEMENT-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
99,AIA SINGAPORE PRIVATE LIMITED,Insurance; Capital Markets; Financial Advisory,Direct Insurer (Composite); Exempt Capital Markets Services Entity; Exempt Financial Adviser,,"1, ROBINSON ROAD #22-00 AIA TOWER 048542",http://www.aia.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/2452-AIA-SINGAPORE-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
100,AIG ASIA PACIFIC INSURANCE PTE. LTD.,Insurance,Direct Insurer (General),+65 6419 3000,"78, SHENTON WAY #09-16 079120",http://www.aig.sg,https://eservices.mas.gov.sg/fid/institution/detail/2332-AIG-ASIA-PACIFIC-INSURANCE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
101,AIGF ADVISORS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65184325,50 RAFFLES PLACE #31-04 SINGAPORE LAND TOWER 048623,https://aigfadvisors.com.sg/,https://eservices.mas.gov.sg/fid/institution/detail/200221-AIGF-ADVISORS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=1&count=100,1,2026-07-11,,,Not Called,,,,
102,AIM HORIZON INVESTMENTS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97417408,101 TELOK AYER STREET #04-01 068574,,https://eservices.mas.gov.sg/fid/institution/detail/244786-AIM-HORIZON-INVESTMENTS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
103,AIMS APAC REIT MANAGEMENT LIMITED,Capital Markets,Capital Markets Services Licensee,+65 63091050,1 RAFFLES PLACE #39-03 ONE RAFFLES PLACE 048616,http://www.aimsapacreit.com,https://eservices.mas.gov.sg/fid/institution/detail/1725-AIMS-APAC-REIT-MANAGEMENT-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
104,AIP INVESTMENT PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69741868,65 CHULIA STREET#49-05/06 OCBC CENTRE 049513,,https://eservices.mas.gov.sg/fid/institution/detail/246831-AIP-INVESTMENT-PARTNERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
105,AIRLEVATE INVESTMENTS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97495073,60 PAYA LEBAR ROAD #09-25 PAYA LEBAR SQUARE 409051,,https://eservices.mas.gov.sg/fid/institution/detail/221099-AIRLEVATE-INVESTMENTS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
106,AIRWALLEX (SINGAPORE) PTE. LTD.,Payments,Major Payment Institution,,"1 WALLICH STREET #20-01, GUOCO TOWER 078881",http://www.airwallex.com,https://eservices.mas.gov.sg/fid/institution/detail/230232-AIRWALLEX-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
107,AIRWALLEX CAPITAL (SINGAPORE) PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 60285076,1 WALLICH STREET #33-03 GUOCO TOWER 078881,,https://eservices.mas.gov.sg/fid/institution/detail/421498-AIRWALLEX-CAPITAL-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
108,AISG E-COMMERCE PRIVATE LIMITED,Payments,Major Payment Institution,+65 60222770,128 BEACH ROAD #20-01 GUOCO MIDTOWN OFFICE 189773,https://www.ant-intl.com/en/,https://eservices.mas.gov.sg/fid/institution/detail/226542-AISG-E-COMMERCE-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
109,AJ CAPITAL ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65719276,GEORGE STREET #22-02 ONE GEORGE STREET 049145,http://www.ajcapital.com,https://eservices.mas.gov.sg/fid/institution/detail/225798-AJ-CAPITAL-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
110,AJS FOREIGN EXCHANGE,Payments,Money-changing Licensee,+65 62880786,205 HOUGANG STREET 21 #02-48 HEARTLAND MALL - KOVAN 530205,,https://eservices.mas.gov.sg/fid/institution/detail/2957-AJS-FOREIGN-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
111,AK MONEY CHANGER & DEPARTMENT STORE,Payments,Money-changing Licensee,65 65570487,1 PARK ROAD #01-K95C PEOPLE'S PARK COMPLEX 059108,,https://eservices.mas.gov.sg/fid/institution/detail/2908-AK-MONEY-CHANGER-DEPARTMENT-STORE,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
112,AKSHA EXCHANGE,Payments,Money-changing Licensee,65 63369281,51 UPPER SERANGOON ROAD #01-27 THE POIZ CENTRE 347697,,https://eservices.mas.gov.sg/fid/institution/detail/2959-AKSHA-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
113,AL CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60111416,50 COLLYER QUAY #11-06 OUE BAYFRONT 049321,,https://eservices.mas.gov.sg/fid/institution/detail/246657-AL-CAPITAL-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
114,AL FAHAD TRADING,Payments,Money-changing Licensee,65 62602004,101 UPPER CROSS STREET #01-46 PEOPLE'S PARK CENTRE 058357,,https://eservices.mas.gov.sg/fid/institution/detail/218812-AL-FAHAD-TRADING,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
115,AL NISAR TRADERS,Payments,Money-changing Licensee,,"304 ORCHARD ROAD, #B1-50, LUCKY PLAZA, 238863",,https://eservices.mas.gov.sg/fid/institution/detail/433415-AL-NISAR-TRADERS,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
116,AL THASNEEM TRADERS,Payments,Money-changing Licensee,65 66342848,23 SERANGOON CENTRAL #B2-13 NEX 556083,,https://eservices.mas.gov.sg/fid/institution/detail/2817-AL-THASNEEM-TRADERS,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
117,AL-ALIF TRADING,Payments,Money-changing Licensee,65 62359709,150 ORCHARD ROAD #01-74 ORCHARD PLAZA 238841,,https://eservices.mas.gov.sg/fid/institution/detail/2751-AL-ALIF-TRADING,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
118,AL-AMAN EXCHANGE,Payments,Money-changing Licensee,65 68449411,205 BEDOK NORTH STREET 1 #01-377 460205,,https://eservices.mas.gov.sg/fid/institution/detail/201167-AL-AMAN-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
119,AL-AMIN TRADING,Payments,Money-changing Licensee,65 69709040,"11 BIDADARI PARK DRIVE #B1-21, THE WOODLEIGH MALL 367803",,https://eservices.mas.gov.sg/fid/institution/detail/2784-AL-AMIN-TRADING,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
120,AL-NAJIB ENTERPRISE,Payments,Money-changing Licensee,65 94578695,11 COLLYER QUAY #02-28 THE ARCADE 049317,,https://eservices.mas.gov.sg/fid/institution/detail/2947-AL-NAJIB-ENTERPRISE,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
121,ALANKAR INTERNATIONAL PTE LTD,Payments,Money-changing Licensee,65 62278508,44 PAGODA STREET 059203,,https://eservices.mas.gov.sg/fid/institution/detail/789-ALANKAR-INTERNATIONAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
122,ALBIZIA CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62242889,36 ARMENIAN STREET #03-07 179934,http://www.albiziacap.com,https://eservices.mas.gov.sg/fid/institution/detail/2192-ALBIZIA-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
123,ALC CAPITAL ADVISORS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 98168425,600 NORTH BRIDGE ROAD #10-01 PARKVIEW SQUARE 188778,,https://eservices.mas.gov.sg/fid/institution/detail/426736-ALC-CAPITAL-ADVISORS-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
124,ALCEA INVESTMENT & RESEARCH PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60501670,1 PAYA LEBAR LINK #04-01 408533,,https://eservices.mas.gov.sg/fid/institution/detail/435179-ALCEA-INVESTMENT-RESEARCH-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
125,ALCO INSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 65351661,10 ANSON ROAD #10-13 INTERNATIONAL PLAZA 079903,,https://eservices.mas.gov.sg/fid/institution/detail/582-ALCO-INSURANCE-BROKERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
126,ALETA PLANET MES PTE. LTD.,Payments,Major Payment Institution,65 67719666,350 ORCHARD ROAD #18-07/08 SHAW HOUSE 238868,,https://eservices.mas.gov.sg/fid/institution/detail/218953-ALETA-PLANET-MES-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
127,ALETA PLANET PTE. LTD.,Payments,Major Payment Institution,65 67719492,350 ORCHARD ROAD SHAW HOUSE #18-07/08 238868,http://www.aletaplanet.com,https://eservices.mas.gov.sg/fid/institution/detail/243601-ALETA-PLANET-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
128,ALGEBRIS INVESTMENTS (ASIA) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62392245,MARINA ONE WEST TOWER #05-08 018937,http://www.algebris.com,https://eservices.mas.gov.sg/fid/institution/detail/2312-ALGEBRIS-INVESTMENTS-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
129,ALIF & ALIF TRADING PTE. LTD.,Payments,Money-changing Licensee,65 65093005,3 NEW BUGIS STREET #01-105 188867,,https://eservices.mas.gov.sg/fid/institution/detail/1509-ALIF-ALIF-TRADING-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
130,ALITHION CAPITAL MANAGEMENT PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 60162350,8 EU TONG SEN STREET #16-89 THE CENTRAL 059818,https://alithion.com/,https://eservices.mas.gov.sg/fid/institution/detail/1898-ALITHION-CAPITAL-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
131,ALIZIA GIFT HOUSE,Payments,Money-changing Licensee,65 63520405,"10 SINARAN DRIVE, #01-131 SQUARE 2 307506",,https://eservices.mas.gov.sg/fid/institution/detail/2812-ALIZIA-GIFT-HOUSE,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
132,ALIZIA TRADING,Payments,Money-changing Licensee,65 67333859,583 ORCHARD ROAD #B1-19 FORUM 238884,,https://eservices.mas.gov.sg/fid/institution/detail/2810-ALIZIA-TRADING,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
133,ALL BEST ENTERPRISE PTE. LTD.,Payments,Major Payment Institution,+65 62663777,"221, BOON LAY PLACE #01-108 BOON LAY SHOPPING CENTRE 640221",,https://eservices.mas.gov.sg/fid/institution/detail/1695-ALL-BEST-ENTERPRISE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
134,ALLBEST EXCHANGE PTE. LTD.,Payments,Major Payment Institution,+65 67463777,63 JURONG WEST CENTRAL 3 #01-49 JURONG POINT 648331,,https://eservices.mas.gov.sg/fid/institution/detail/1694-ALLBEST-EXCHANGE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
135,ALLEGIANCE INSURANCE BROKERS PTE. LTD.,Financial Advisory; Insurance,Exempt Financial Adviser; Registered Insurance Broker,+65 83329742,THE ALEXCIER 237 ALEXANDRA ROAD #06-07 159929,https://allegiance.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/441980-ALLEGIANCE-INSURANCE-BROKERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=2&count=100,2,2026-07-11,,,Not Called,,,,
