licence_record_no,institution_no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_page,verification_date
94,78,ADVANTAGE PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62484914,10 COLLYER QUAY #14-06 OCEAN FINANCIAL CENTRE 049315,,https://eservices.mas.gov.sg/fid/institution/detail/200887-ADVANTAGE-PARTNERS-PTE-LTD,1,2026-07-11
95,79,ADYEN SINGAPORE PTE. LTD.,Payments,Major Payment Institution,+65 31634469,109 NORTH BRIDGE ROAD #10-22 FUNAN 179097,https://www.adyen.com/,https://eservices.mas.gov.sg/fid/institution/detail/229387-ADYEN-SINGAPORE-PTE-LTD,1,2026-07-11
96,80,AELIA ASSURANCES SARL,Insurance,Approved Insurance Broker,+33 146889191,"55 RUE RASPAIL, 92300, LEVALLOIS PERRET, FRANCE 92300",https://www.aelia-assurances.com,https://eservices.mas.gov.sg/fid/institution/detail/430600-AELIA-ASSURANCES-SARL,1,2026-07-11
97,81,AERA FUNDS MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 84570177,"1 FUSIONOPOLIS PLACE, #03-20 GALAXIS WEST LOBBY 138522",http://WWW.AERA.VC,https://eservices.mas.gov.sg/fid/institution/detail/244993-AERA-FUNDS-MANAGEMENT-PTE-LTD,1,2026-07-11
98,82,AETOS INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63090800,1 FUSIONOPOLIS PLACE #03-20 GALAXIS (WEST LOBBY) 138522,https://www.aetos-im.com,https://eservices.mas.gov.sg/fid/institution/detail/230877-AETOS-INVESTMENT-MANAGEMENT-PTE-LTD,1,2026-07-11
99,82,AETOS INVESTMENT MANAGEMENT PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 63090800,1 FUSIONOPOLIS PLACE #03-20 GALAXIS (WEST LOBBY) 138522,https://www.aetos-im.com,https://eservices.mas.gov.sg/fid/institution/detail/230877-AETOS-INVESTMENT-MANAGEMENT-PTE-LTD,1,2026-07-11
100,83,AEVITAS CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 91393691,"61 ROBINSON ROAD, #20-01 068893",,https://eservices.mas.gov.sg/fid/institution/detail/435100-AEVITAS-CAPITAL-MANAGEMENT-PTE-LTD,1,2026-07-11
101,84,AEW ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63039000,6 BATTERY ROAD #38-06 049909,http://www.aew.com/asia/index.html,https://eservices.mas.gov.sg/fid/institution/detail/1701-AEW-ASIA-PTE-LTD,1,2026-07-11
102,85,AFELI INSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 67979107,7500A BEACH ROAD #13-310 THE PLAZA 199591,http://www.afeligroup.com,https://eservices.mas.gov.sg/fid/institution/detail/243608-AFELI-INSURANCE-BROKERS-PTE-LTD,1,2026-07-11
103,85,AFELI INSURANCE BROKERS PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 67979107,7500A BEACH ROAD #13-310 THE PLAZA 199591,http://www.afeligroup.com,https://eservices.mas.gov.sg/fid/institution/detail/243608-AFELI-INSURANCE-BROKERS-PTE-LTD,1,2026-07-11
104,86,AFFINITY EQUITY PARTNERS (S) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62382260,"8 TEMASEK BOULEVARD #18-01 & 02, SUNTEC TOWER THREE 038988",,https://eservices.mas.gov.sg/fid/institution/detail/1302-AFFINITY-EQUITY-PARTNERS-S-PTE-LTD,1,2026-07-11
105,87,Affirma Capital Managers (Singapore) Pte. Ltd.,Capital Markets,Capital Markets Services Licensee,+65 65007920,152 BEACH ROAD #06-03 / 04 GATEWAY EAST 189721,,https://eservices.mas.gov.sg/fid/institution/detail/4491-Affirma-Capital-Managers-Singapore-Pte-Ltd,1,2026-07-11
106,88,AFT SG 2 PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97900688,158 CECIL STREET #09-01 069545,https://aspireapp.com,https://eservices.mas.gov.sg/fid/institution/detail/421756-AFT-SG-2-PTE-LTD,1,2026-07-11
107,89,AGFUNDER ASIA PTE LTD,Capital Markets,Capital Markets Services Licensee,+65 93832547,9 NORTH BUONA VISTA DRIVE #02-01 METROPOLIS TOWER 1 138588,http://www.agfunder.com,https://eservices.mas.gov.sg/fid/institution/detail/242464-AGFUNDER-ASIA-PTE-LTD,1,2026-07-11
108,90,AGGREGATE ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 61002267,"1 KIM SENG PROMENADE, #13-05, GREAT WORLD CITY, EAST TOWER 237994",,https://eservices.mas.gov.sg/fid/institution/detail/2583-AGGREGATE-ASSET-MANAGEMENT-PTE-LTD,1,2026-07-11
109,91,AGLAIA FAMILY OFFICE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65365110,137 MARKET STREET #08-01 048943,http://www.aglaiaim.com,https://eservices.mas.gov.sg/fid/institution/detail/1688-AGLAIA-FAMILY-OFFICE-PTE-LTD,1,2026-07-11
110,91,AGLAIA FAMILY OFFICE PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 65365110,137 MARKET STREET #08-01 048943,http://www.aglaiaim.com,https://eservices.mas.gov.sg/fid/institution/detail/1688-AGLAIA-FAMILY-OFFICE-PTE-LTD,1,2026-07-11
111,92,AGRANI EXCHANGE HOUSE PRIVATE LIMITED,Payments,Major Payment Institution,+65 62959731,5A LEMBU ROAD 208444,,https://eservices.mas.gov.sg/fid/institution/detail/1188-AGRANI-EXCHANGE-HOUSE-PRIVATE-LIMITED,1,2026-07-11
112,93,AGRICULTURAL BANK OF CHINA LIMITED,Banking,Wholesale Bank,+65 65355255,7 TEMASEK BOULEVARD #30-01/02/03 SUNTEC CITY TOWER 1 038987,,https://eservices.mas.gov.sg/fid/institution/detail/3267-AGRICULTURAL-BANK-OF-CHINA-LIMITED,1,2026-07-11
113,93,AGRICULTURAL BANK OF CHINA LIMITED,Capital Markets,Exempt Capital Markets Services Entity,+65 65355255,7 TEMASEK BOULEVARD #30-01/02/03 SUNTEC CITY TOWER 1 038987,,https://eservices.mas.gov.sg/fid/institution/detail/3267-AGRICULTURAL-BANK-OF-CHINA-LIMITED,1,2026-07-11
114,94,AGT PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68162526,60 PAYA LEBAR ROAD #04-05 PAYA LEBAR SQUARE 409051,http://www.agtpartners.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/218838-AGT-PARTNERS-PTE-LTD,1,2026-07-11
115,95,AHNAAF MONEY EXCHANGE,Payments,Money-changing Licensee,65 64812411,30 SEMBAWANG DRIVE #03-02 SUN PLAZA 757713,,https://eservices.mas.gov.sg/fid/institution/detail/2961-AHNAAF-MONEY-EXCHANGE,1,2026-07-11
116,96,AIA FINANCIAL ADVISERS PRIVATE LIMITED,Financial Advisory,Licensed Financial Adviser,+65 62488000,1 ROBINSON ROAD #15-01B AIA TOWER 048542,https://www.aiafa.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/201226-AIA-FINANCIAL-ADVISERS-PRIVATE-LIMITED,1,2026-07-11
117,96,AIA FINANCIAL ADVISERS PRIVATE LIMITED,Insurance,Exempt Insurance Broker,+65 62488000,1 ROBINSON ROAD #15-01B AIA TOWER 048542,https://www.aiafa.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/201226-AIA-FINANCIAL-ADVISERS-PRIVATE-LIMITED,1,2026-07-11
118,97,AIA INTERNATIONAL WEALTH PRIVATE LIMITED,Financial Advisory,Licensed Financial Adviser,+65 62488000,6 BATTERY ROAD #30-02 SIX BATTERY ROAD 049909,https://www.aiaiw.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/424300-AIA-INTERNATIONAL-WEALTH-PRIVATE-LIMITED,1,2026-07-11
119,98,AIA INVESTMENT MANAGEMENT PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 65318748,1 ROBINSON ROAD #08-00 AIA TOWER 048542,,https://eservices.mas.gov.sg/fid/institution/detail/200973-AIA-INVESTMENT-MANAGEMENT-PRIVATE-LIMITED,1,2026-07-11
120,98,AIA INVESTMENT MANAGEMENT PRIVATE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 65318748,1 ROBINSON ROAD #08-00 AIA TOWER 048542,,https://eservices.mas.gov.sg/fid/institution/detail/200973-AIA-INVESTMENT-MANAGEMENT-PRIVATE-LIMITED,1,2026-07-11
121,99,AIA SINGAPORE PRIVATE LIMITED,Insurance,Direct Insurer (Composite),+65 1800 248 8000,"1, ROBINSON ROAD #22-00 AIA TOWER 048542",http://www.aia.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/2452-AIA-SINGAPORE-PRIVATE-LIMITED,1,2026-07-11
122,99,AIA SINGAPORE PRIVATE LIMITED,Capital Markets,Exempt Capital Markets Services Entity,+65 1800 248 8000,"1, ROBINSON ROAD #22-00 AIA TOWER 048542",http://www.aia.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/2452-AIA-SINGAPORE-PRIVATE-LIMITED,1,2026-07-11
123,99,AIA SINGAPORE PRIVATE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 1800 248 8000,"1, ROBINSON ROAD #22-00 AIA TOWER 048542",http://www.aia.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/2452-AIA-SINGAPORE-PRIVATE-LIMITED,1,2026-07-11
124,100,AIG ASIA PACIFIC INSURANCE PTE. LTD.,Insurance,Direct Insurer (General),+65 6419 3000,"78, SHENTON WAY #09-16 079120",http://www.aig.sg,https://eservices.mas.gov.sg/fid/institution/detail/2332-AIG-ASIA-PACIFIC-INSURANCE-PTE-LTD,1,2026-07-11
125,101,AIGF ADVISORS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65184325,50 RAFFLES PLACE #31-04 SINGAPORE LAND TOWER 048623,https://aigfadvisors.com.sg/,https://eservices.mas.gov.sg/fid/institution/detail/200221-AIGF-ADVISORS-PTE-LTD,1,2026-07-11
126,102,AIM HORIZON INVESTMENTS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97417408,101 TELOK AYER STREET #04-01 068574,,https://eservices.mas.gov.sg/fid/institution/detail/244786-AIM-HORIZON-INVESTMENTS-PTE-LTD,2,2026-07-11
127,103,AIMS APAC REIT MANAGEMENT LIMITED,Capital Markets,Capital Markets Services Licensee,+65 63091050,1 RAFFLES PLACE #39-03 ONE RAFFLES PLACE 048616,http://www.aimsapacreit.com,https://eservices.mas.gov.sg/fid/institution/detail/1725-AIMS-APAC-REIT-MANAGEMENT-LIMITED,2,2026-07-11
128,104,AIP INVESTMENT PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69741868,65 CHULIA STREET#49-05/06 OCBC CENTRE 049513,,https://eservices.mas.gov.sg/fid/institution/detail/246831-AIP-INVESTMENT-PARTNERS-PTE-LTD,2,2026-07-11
129,105,AIRLEVATE INVESTMENTS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97495073,60 PAYA LEBAR ROAD #09-25 PAYA LEBAR SQUARE 409051,,https://eservices.mas.gov.sg/fid/institution/detail/221099-AIRLEVATE-INVESTMENTS-PTE-LTD,2,2026-07-11
130,106,AIRWALLEX (SINGAPORE) PTE. LTD.,Payments,Major Payment Institution,,"1 WALLICH STREET #20-01, GUOCO TOWER 078881",http://www.airwallex.com,https://eservices.mas.gov.sg/fid/institution/detail/230232-AIRWALLEX-SINGAPORE-PTE-LTD,2,2026-07-11
131,107,AIRWALLEX CAPITAL (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60285076,1 WALLICH STREET #33-03 GUOCO TOWER 078881,,https://eservices.mas.gov.sg/fid/institution/detail/421498-AIRWALLEX-CAPITAL-SINGAPORE-PTE-LTD,2,2026-07-11
132,107,AIRWALLEX CAPITAL (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 60285076,1 WALLICH STREET #33-03 GUOCO TOWER 078881,,https://eservices.mas.gov.sg/fid/institution/detail/421498-AIRWALLEX-CAPITAL-SINGAPORE-PTE-LTD,2,2026-07-11
133,108,AISG E-COMMERCE PRIVATE LIMITED,Payments,Major Payment Institution,+65 60222770,128 BEACH ROAD #20-01 GUOCO MIDTOWN OFFICE 189773,https://www.ant-intl.com/en/,https://eservices.mas.gov.sg/fid/institution/detail/226542-AISG-E-COMMERCE-PRIVATE-LIMITED,2,2026-07-11
134,109,AJ CAPITAL ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65719276,GEORGE STREET #22-02 ONE GEORGE STREET 049145,http://www.ajcapital.com,https://eservices.mas.gov.sg/fid/institution/detail/225798-AJ-CAPITAL-ASSET-MANAGEMENT-PTE-LTD,2,2026-07-11
135,110,AJS FOREIGN EXCHANGE,Payments,Money-changing Licensee,+65 62880786,205 HOUGANG STREET 21 #02-48 HEARTLAND MALL - KOVAN 530205,,https://eservices.mas.gov.sg/fid/institution/detail/2957-AJS-FOREIGN-EXCHANGE,2,2026-07-11
136,111,AK MONEY CHANGER & DEPARTMENT STORE,Payments,Money-changing Licensee,65 65570487,1 PARK ROAD #01-K95C PEOPLE'S PARK COMPLEX 059108,,https://eservices.mas.gov.sg/fid/institution/detail/2908-AK-MONEY-CHANGER-DEPARTMENT-STORE,2,2026-07-11
137,112,AKSHA EXCHANGE,Payments,Money-changing Licensee,65 63369281,51 UPPER SERANGOON ROAD #01-27 THE POIZ CENTRE 347697,,https://eservices.mas.gov.sg/fid/institution/detail/2959-AKSHA-EXCHANGE,2,2026-07-11
138,113,AL CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60111416,50 COLLYER QUAY #11-06 OUE BAYFRONT 049321,,https://eservices.mas.gov.sg/fid/institution/detail/246657-AL-CAPITAL-MANAGEMENT-PTE-LTD,2,2026-07-11
139,114,AL FAHAD TRADING,Payments,Money-changing Licensee,65 62602004,101 UPPER CROSS STREET #01-46 PEOPLE'S PARK CENTRE 058357,,https://eservices.mas.gov.sg/fid/institution/detail/218812-AL-FAHAD-TRADING,2,2026-07-11
140,115,AL NISAR TRADERS,Payments,Money-changing Licensee,,"304 ORCHARD ROAD, #B1-50, LUCKY PLAZA, 238863",,https://eservices.mas.gov.sg/fid/institution/detail/433415-AL-NISAR-TRADERS,2,2026-07-11
141,116,AL THASNEEM TRADERS,Payments,Money-changing Licensee,65 66342848,23 SERANGOON CENTRAL #B2-13 NEX 556083,,https://eservices.mas.gov.sg/fid/institution/detail/2817-AL-THASNEEM-TRADERS,2,2026-07-11
142,117,AL-ALIF TRADING,Payments,Money-changing Licensee,65 62359709,150 ORCHARD ROAD #01-74 ORCHARD PLAZA 238841,,https://eservices.mas.gov.sg/fid/institution/detail/2751-AL-ALIF-TRADING,2,2026-07-11
143,118,AL-AMAN EXCHANGE,Payments,Money-changing Licensee,65 68449411,205 BEDOK NORTH STREET 1 #01-377 460205,,https://eservices.mas.gov.sg/fid/institution/detail/201167-AL-AMAN-EXCHANGE,2,2026-07-11
144,119,AL-AMIN TRADING,Payments,Money-changing Licensee,65 69709040,"11 BIDADARI PARK DRIVE #B1-21, THE WOODLEIGH MALL 367803",,https://eservices.mas.gov.sg/fid/institution/detail/2784-AL-AMIN-TRADING,2,2026-07-11
145,120,AL-NAJIB ENTERPRISE,Payments,Money-changing Licensee,65 94578695,11 COLLYER QUAY #02-28 THE ARCADE 049317,,https://eservices.mas.gov.sg/fid/institution/detail/2947-AL-NAJIB-ENTERPRISE,2,2026-07-11
146,121,ALANKAR INTERNATIONAL PTE LTD,Payments,Money-changing Licensee,65 62278508,44 PAGODA STREET 059203,,https://eservices.mas.gov.sg/fid/institution/detail/789-ALANKAR-INTERNATIONAL-PTE-LTD,2,2026-07-11
147,122,ALBIZIA CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62242889,36 ARMENIAN STREET #03-07 179934,http://www.albiziacap.com,https://eservices.mas.gov.sg/fid/institution/detail/2192-ALBIZIA-CAPITAL-PTE-LTD,2,2026-07-11
148,123,ALC CAPITAL ADVISORS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 98168425,600 NORTH BRIDGE ROAD #10-01 PARKVIEW SQUARE 188778,,https://eservices.mas.gov.sg/fid/institution/detail/426736-ALC-CAPITAL-ADVISORS-SINGAPORE-PTE-LTD,2,2026-07-11
149,124,ALCEA INVESTMENT & RESEARCH PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60501670,1 PAYA LEBAR LINK #04-01 408533,,https://eservices.mas.gov.sg/fid/institution/detail/435179-ALCEA-INVESTMENT-RESEARCH-PTE-LTD,2,2026-07-11
150,125,ALCO INSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 65351661,10 ANSON ROAD #10-13 INTERNATIONAL PLAZA 079903,,https://eservices.mas.gov.sg/fid/institution/detail/582-ALCO-INSURANCE-BROKERS-PTE-LTD,2,2026-07-11
151,126,ALETA PLANET MES PTE. LTD.,Payments,Major Payment Institution,65 67719666,350 ORCHARD ROAD #18-07/08 SHAW HOUSE 238868,,https://eservices.mas.gov.sg/fid/institution/detail/218953-ALETA-PLANET-MES-PTE-LTD,2,2026-07-11
152,127,ALETA PLANET PTE. LTD.,Payments,Major Payment Institution,65 67719492,350 ORCHARD ROAD SHAW HOUSE #18-07/08 238868,http://www.aletaplanet.com,https://eservices.mas.gov.sg/fid/institution/detail/243601-ALETA-PLANET-PTE-LTD,2,2026-07-11
153,128,ALGEBRIS INVESTMENTS (ASIA) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62392245,MARINA ONE WEST TOWER #05-08 018937,http://www.algebris.com,https://eservices.mas.gov.sg/fid/institution/detail/2312-ALGEBRIS-INVESTMENTS-ASIA-PTE-LTD,2,2026-07-11
154,129,ALIF & ALIF TRADING PTE. LTD.,Payments,Money-changing Licensee,65 65093005,3 NEW BUGIS STREET #01-105 188867,,https://eservices.mas.gov.sg/fid/institution/detail/1509-ALIF-ALIF-TRADING-PTE-LTD,2,2026-07-11
155,130,ALITHION CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60162350,8 EU TONG SEN STREET #16-89 THE CENTRAL 059818,https://alithion.com/,https://eservices.mas.gov.sg/fid/institution/detail/1898-ALITHION-CAPITAL-MANAGEMENT-PTE-LTD,2,2026-07-11
156,130,ALITHION CAPITAL MANAGEMENT PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 60162350,8 EU TONG SEN STREET #16-89 THE CENTRAL 059818,https://alithion.com/,https://eservices.mas.gov.sg/fid/institution/detail/1898-ALITHION-CAPITAL-MANAGEMENT-PTE-LTD,2,2026-07-11
157,131,ALIZIA GIFT HOUSE,Payments,Money-changing Licensee,65 63520405,"10 SINARAN DRIVE, #01-131 SQUARE 2 307506",,https://eservices.mas.gov.sg/fid/institution/detail/2812-ALIZIA-GIFT-HOUSE,2,2026-07-11
158,132,ALIZIA TRADING,Payments,Money-changing Licensee,65 67333859,583 ORCHARD ROAD #B1-19 FORUM 238884,,https://eservices.mas.gov.sg/fid/institution/detail/2810-ALIZIA-TRADING,2,2026-07-11
159,133,ALL BEST ENTERPRISE PTE. LTD.,Payments,Major Payment Institution,+65 62663777,"221, BOON LAY PLACE #01-108 BOON LAY SHOPPING CENTRE 640221",,https://eservices.mas.gov.sg/fid/institution/detail/1695-ALL-BEST-ENTERPRISE-PTE-LTD,2,2026-07-11
160,134,ALLBEST EXCHANGE PTE. LTD.,Payments,Major Payment Institution,+65 67463777,63 JURONG WEST CENTRAL 3 #01-49 JURONG POINT 648331,,https://eservices.mas.gov.sg/fid/institution/detail/1694-ALLBEST-EXCHANGE-PTE-LTD,2,2026-07-11
161,135,ALLEGIANCE INSURANCE BROKERS PTE. LTD.,Insurance,Registered Insurance Broker,+65 83329742,THE ALEXCIER 237 ALEXANDRA ROAD #06-07 159929,https://allegiance.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/441980-ALLEGIANCE-INSURANCE-BROKERS-PTE-LTD,2,2026-07-11
162,135,ALLEGIANCE INSURANCE BROKERS PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 83329742,THE ALEXCIER 237 ALEXANDRA ROAD #06-07 159929,https://allegiance.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/441980-ALLEGIANCE-INSURANCE-BROKERS-PTE-LTD,2,2026-07-11
163,136,ALLFUNDS SINGAPORE BRANCH,Capital Markets,Capital Markets Services Licensee,+65 69140875,6 BATTERY ROAD #15-06 049909,,https://eservices.mas.gov.sg/fid/institution/detail/200765-ALLFUNDS-SINGAPORE-BRANCH,2,2026-07-11
164,137,ALLIANCEBERNSTEIN (SINGAPORE) LTD.,Capital Markets,Capital Markets Services Licensee,+65 62304600,ONE RAFFLES QUAY #27-11 SOUTH TOWER 048583,http://www.alliancebernstein.com,https://eservices.mas.gov.sg/fid/institution/detail/943-ALLIANCEBERNSTEIN-SINGAPORE-LTD,2,2026-07-11
165,138,ALLIANZ GLOBAL CORPORATE & SPECIALTY SE SINGAPORE BRANCH,Insurance,Direct Insurer (General),+65 6297 2529,79 ROBINSON ROAD #09-01 068897,http://www.allianz.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3526-ALLIANZ-GLOBAL-CORPORATE-SPECIALTY-SE-SINGAPORE-BRANCH,2,2026-07-11
166,139,ALLIANZ GLOBAL INVESTORS SINGAPORE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 63118000,79 ROBINSON ROAD #09-03 068897,https://sg.allianzgi.com/,https://eservices.mas.gov.sg/fid/institution/detail/1070-ALLIANZ-GLOBAL-INVESTORS-SINGAPORE-LIMITED,2,2026-07-11
167,139,ALLIANZ GLOBAL INVESTORS SINGAPORE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 63118000,79 ROBINSON ROAD #09-03 068897,https://sg.allianzgi.com/,https://eservices.mas.gov.sg/fid/institution/detail/1070-ALLIANZ-GLOBAL-INVESTORS-SINGAPORE-LIMITED,2,2026-07-11
168,140,ALLIANZ INSURANCE SINGAPORE PTE. LTD.,Insurance,Direct Insurer (Composite),+65 6714 3369,79 ROBINSON ROAD #09-01 068897,,https://eservices.mas.gov.sg/fid/institution/detail/232430-ALLIANZ-INSURANCE-SINGAPORE-PTE-LTD,2,2026-07-11
169,141,"ALLIANZ SE, SINGAPORE BRANCH",Insurance,Reinsurer (Composite),+65 6297 8801,79 ROBINSON ROAD #09-01 068897,http://www.allianzre.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3329-ALLIANZ-SE-SINGAPORE-BRANCH,2,2026-07-11
170,142,"ALLIED WORLD ASSURANCE COMPANY, LTD, SINGAPORE BRANCH",Insurance,Direct Insurer (General),+65 6220 1188,2 CENTRAL BOULEVARD WEST TOWER #36-01 IOI CENTRAL BOULEVARD TOWERS 018916,http://www.awac.com,https://eservices.mas.gov.sg/fid/institution/detail/3507-ALLIED-WORLD-ASSURANCE-COMPANY-LTD-SINGAPORE-BRANCH,2,2026-07-11
171,143,ALLIED WORLD SYNDICATE SERVICES (SINGAPORE) PTE. LTD.,Insurance,Lloyd's Asia Scheme,+65 6631 2500,"138, MARKET STREET #04-04 CAPITAGREEN 048946",http://www.lloyds.com,https://eservices.mas.gov.sg/fid/institution/detail/2341-ALLIED-WORLD-SYNDICATE-SERVICES-SINGAPORE-PTE-LTD,27,2026-07-11
172,144,ALLINPAY MERCHANTS SERVICES (SINGAPORE) PTE. LTD.,Payments,Major Payment Institution,65 63250970,"65 CHULIA STREET #45-03, OCBC CENTRE 049513",,https://eservices.mas.gov.sg/fid/institution/detail/218955-ALLINPAY-MERCHANTS-SERVICES-SINGAPORE-PTE-LTD,2,2026-07-11
173,145,ALLSPRING GLOBAL INVESTMENTS (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60162583,"88 MARKET STREET, CAPITASPRING, #21-29A 048948",https://allspringglobal.com/,https://eservices.mas.gov.sg/fid/institution/detail/250590-ALLSPRING-GLOBAL-INVESTMENTS-SINGAPORE-PTE-LTD,2,2026-07-11
174,146,ALOFT TECHNOLOGY COMPANY PTE. LTD.,Payments,Major Payment Institution,,21 MERCHANT ROAD LEVEL 4 058267,,https://eservices.mas.gov.sg/fid/institution/detail/229565-ALOFT-TECHNOLOGY-COMPANY-PTE-LTD,2,2026-07-11
175,147,ALOIS VENTURES PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 91775502,60 ANSON ROAD #17-01 079914,http://www.alois.ventures/,https://eservices.mas.gov.sg/fid/institution/detail/233781-ALOIS-VENTURES-PTE-LTD,2,2026-07-11
176,148,ALPHA ALTERNATIVES SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97509740,3 CHURCH STREET #29- SAMSUNG HUB 049483,,https://eservices.mas.gov.sg/fid/institution/detail/241232-ALPHA-ALTERNATIVES-SINGAPORE-PTE-LTD,2,2026-07-11
177,149,Alpha Integrated REIT Management Pte. Ltd.,Capital Markets,Capital Markets Services Licensee,+65 68760178,105 CECIL STREET #10-01 THE OCTAGON 069534,,https://eservices.mas.gov.sg/fid/institution/detail/436602-Alpha-Integrated-REIT-Management-Pte-Ltd,2,2026-07-11
